client_id,gender,region,city_type,income_group,employment_type,digital_adoption_level,registration_month_offset,age_base,customer_segment,salary_project_flag,estimated_monthly_income,snapshot_date,client_tenure_days,client_age,active_products_count,closed_products_count,product_diversity_score,has_debit_card,has_credit_card,has_deposit,has_loan,has_mobile_app,has_savings_account,days_since_last_product_open,days_since_last_product_close,txn_count_30d,txn_count_60d,txn_count_90d,txn_count_180d,txn_sum_30d,txn_sum_60d,txn_sum_90d,txn_sum_180d,txn_avg_amount_30d,txn_avg_amount_90d,txn_max_amount_90d,successful_txn_rate_90d,failed_txn_count_90d,active_txn_days_30d,active_txn_days_90d,days_since_last_txn,cash_withdrawal_count_90d,card_purchase_count_90d,p2p_transfer_count_90d,utility_payment_count_90d,mobile_txn_share_90d,atm_txn_share_90d,branch_txn_share_90d,txn_count_prev30,txn_count_last30,txn_count_change_30d,txn_count_change_pct_30d,txn_sum_prev30,txn_sum_last30,txn_sum_change_30d,txn_sum_change_pct_30d,app_login_count_30d,app_login_count_60d,app_login_count_90d,app_events_count_30d,app_events_count_90d,unique_app_event_types_90d,active_app_days_90d,days_since_last_app_login,days_since_last_app_event,transfer_created_count_90d,payment_created_count_90d,balance_view_count_90d,support_chat_opened_count_90d,loan_offer_view_count_90d,app_login_prev30,app_login_last30,app_login_change_30d,app_login_change_pct_30d,tickets_count_30d,tickets_count_90d,complaints_count_90d,critical_tickets_count_90d,open_tickets_count,escalated_tickets_count_90d,avg_satisfaction_score_90d,min_satisfaction_score_90d,days_since_last_ticket,days_since_last_complaint,marketing_contacts_30d,marketing_contacts_90d,retention_contacts_90d,campaign_open_rate_90d,campaign_click_rate_90d,push_contacts_90d,sms_contacts_90d,email_contacts_90d,call_contacts_90d,days_since_last_marketing_contact,estimated_revenue_3m,estimated_revenue_6m,estimated_cost_3m,net_value_3m,avg_balance_3m,avg_balance_6m,value_segment,target_churn_60d,future_txn_count_60d,future_app_login_count_60d,future_product_open_count_60d,activity_segment,complaint_segment,digital_segment
1134,F,Astana,large_city,medium,unemployed,low,65,49,mass,0,299139.3144326869,2025-07-01,2490,50,3,3,3,1,1,0,0,1,0,463,486.0,8,12,19,39,141795.21664601573,228104.21328509663,281868.701542073,750280.5288698846,17724.402080751966,14835.194818003842,51160.943859261366,1.0,0,8,16,7,3,8,3,3,0.4632352487190805,0.4992791782179689,0.0374855730629506,13,8,-5,-0.3846153846153846,201038.73024051444,141795.21664601573,-59243.51359449871,-0.2946870661370683,3,6,7,6,23,2,7,45,79,1,2,7,1,1,6,3,-3,-0.5,0,0,0,0,0,0,,,,,0,3,0,0.2832910138682137,0.1303245713627607,3,1,0,0,22.0,8634.802770774244,18928.18348207216,4468.4398655145405,4166.362905259703,575625.2950389256,618507.1496344054,low_value,0,7,1,0,transaction_active,no_recent_complaints,low_digital_engagement
820,M,Astana,large_city,medium,employee,low,27,59,mass,0,333390.6184288646,2025-07-01,1350,60,1,2,1,1,0,0,1,0,0,278,340.0,2,6,12,17,23328.487064094985,56425.31721322429,93857.91803739846,148812.57585891662,11664.243532047492,7821.493169783204,11429.315260152462,0.9797542993413374,0,2,12,15,2,2,2,1,0.2389771725066636,0.7411509323552765,0.0198718951380598,11,2,-9,-0.8181818181818182,91988.67367216498,23328.487064094985,-68660.18660807,-0.7463982669514889,0,1,1,0,3,3,3,29,12,0,0,1,0,0,9,0,-9,-1.0,0,1,0,0,0,0,3.2111076987771456,3.0,32.0,,0,2,0,0.3011263691400627,0.0398060605101208,0,1,1,0,60.0,4694.351237586504,9318.75361295094,3602.531934128688,1091.8193034578155,266252.7993799138,261554.30827489932,low_value,0,7,2,0,activity_drop,no_recent_complaints,low_digital_engagement
2174,M,Astana,medium_city,medium,self_employed,medium,38,25,mass,0,381295.3295497526,2025-07-01,1680,26,3,2,3,1,0,0,0,1,0,475,821.0,9,16,18,41,158036.40536832207,290553.85289779224,312604.3489909007,727493.352188362,17559.60059648023,17366.90827727226,38912.078873880295,0.910175682937434,5,9,18,18,2,6,4,2,0.7153814432021682,0.2519125462421278,0.0327060105557039,12,9,-3,-0.25,187602.2441618633,158036.40536832207,-29565.83879354119,-0.1575985347383786,6,10,15,13,35,5,19,77,42,2,3,14,1,1,7,6,-1,-0.1428571428571428,0,0,0,0,0,0,,,,,1,3,2,0.1129082101740396,0.0105496207102674,1,2,1,0,47.0,14036.082172932896,32706.24138581712,3708.4512611212176,10327.63091181168,1023725.6056955308,1159327.9991132654,medium_value,0,12,9,0,digital_active,no_recent_complaints,medium_digital_engagement
528,F,South_KZ,large_city,medium,self_employed,medium,35,43,mass,0,345670.56704115454,2025-07-01,1590,44,4,1,2,1,1,0,1,1,0,736,268.0,6,11,23,44,132340.8518677943,304905.7629072597,454407.79830228206,1244339.9047111108,22056.808644632383,19756.860795751392,73338.19429990508,0.9755881699640694,0,6,23,63,2,9,5,4,0.5891335475405697,0.3357521372928799,0.0751143151665504,12,6,-6,-0.5,316642.6112156557,132340.8518677943,-184301.75934786143,-0.5820497710029907,2,5,8,6,21,4,21,78,45,2,3,8,1,1,6,2,-4,-0.6666666666666666,0,0,0,0,0,0,,,,,0,3,1,0.5347223212346159,0.0993454955898356,0,1,1,0,60.0,13970.946921639614,25810.10573770219,4829.592112890076,9141.354808749536,1195398.1946194293,1363341.088423962,medium_value,0,4,4,0,activity_drop,no_recent_complaints,medium_digital_engagement
2055,M,Astana,large_city,low,retired,medium,34,35,pensioner,0,177097.85565578466,2025-07-01,1560,36,3,0,3,1,0,0,0,1,0,871,,6,9,14,36,28973.506290059464,53462.373753303575,53356.877602976696,210436.4740476596,4828.91771500991,3811.205543069764,8484.469627930792,0.9221700092631444,2,6,14,5,1,4,2,1,0.5314613515112926,0.4151441635573074,0.0533944849314,6,6,0,0.0,31235.017660872545,28973.506290059464,-2261.511370813081,-0.072403076424254,4,6,12,12,33,3,33,79,66,5,3,4,1,1,4,4,0,0.0,0,0,0,0,0,0,,,,,0,3,1,0.3862820320942111,0.0415921429087471,0,2,2,0,42.0,7801.093202283349,15431.22790858032,4796.422512816859,3004.6706894664894,153089.7972531276,143501.6350585315,low_value,0,5,1,0,moderate_activity,no_recent_complaints,medium_digital_engagement
1367,M,Karaganda,medium_city,low,employee,medium,18,35,mass,0,141715.4644743408,2025-07-01,1080,36,1,1,1,1,0,0,0,1,0,885,385.0,3,9,12,21,9814.293144115383,29855.27075826397,45505.49249353107,81649.98881945945,3271.431048038461,3792.1243744609214,5912.327889339694,0.9567636273297268,1,3,12,40,1,4,1,1,0.5734465314086982,0.2839720880678415,0.1425813805234602,5,3,-2,-0.4,14390.025514101844,9814.293144115383,-4575.732369986459,-0.3179794480212952,2,3,11,11,23,8,23,33,17,1,2,5,1,1,4,2,-2,-0.5,0,0,0,0,0,0,,,,,1,1,0,0.3141052871037778,0.0985958537367465,1,0,0,0,11.0,3978.226497472872,8120.782228619385,2837.265529594429,1140.9609678784432,258976.56506420305,262413.72480776603,low_value,0,7,0,0,moderate_activity,no_recent_complaints,medium_digital_engagement
618,M,Aktobe,small_city,medium,self_employed,high,60,51,mass,0,363639.5312133668,2025-07-01,2340,52,0,2,0,1,1,0,0,1,0,528,719.0,0,3,5,13,0.0,54850.01210789074,85683.84566631488,203493.1416575001,0.0,17136.769133262977,59561.37776837036,0.9525888722295244,0,0,3,1,0,1,1,0,0.4857035479649111,0.3400009401176596,0.1742955119174292,2,0,-2,-1.0,36689.25166428999,0.0,-36689.25166428999,-1.0,4,9,13,16,41,3,41,61,19,4,6,12,2,2,4,4,0,0.0,0,0,0,0,0,0,,,,,2,2,1,0.3636484514223776,0.0617782847414594,1,0,0,0,12.0,5264.415993458893,11119.490404918371,2740.5086239709835,2523.90736948791,467880.94625830266,493971.9424552557,low_value,0,1,7,0,activity_drop,no_recent_complaints,medium_digital_engagement
439,F,Almaty,rural,low,retired,high,59,27,pensioner,0,160295.52080671184,2025-07-01,2310,28,0,0,0,1,0,0,0,1,0,493,,0,3,5,19,0.0,23322.26667421925,38202.25512600839,131628.71813632562,0.0,7640.451025201677,12124.618671459024,1.0,0,0,5,3,1,1,1,1,0.8130263513849685,0.1485365015193613,0.0384371470956702,1,0,-1,-1.0,8080.441272161131,0.0,-8080.441272161131,-1.0,6,10,17,16,36,7,36,66,2,5,5,13,1,2,6,6,0,0.0,0,0,0,0,0,0,,,,,2,3,1,0.3154613108733639,0.1251690915378621,2,1,1,1,66.0,2012.5193675347405,4243.475406523029,2906.1508117795934,-893.6314442448529,173271.05535014745,152263.02894033666,low_value,0,1,4,0,activity_drop,no_recent_complaints,digital_power_user
1969,M,North_KZ,medium_city,medium,employee,medium,63,34,mass,1,210148.38482907845,2025-07-01,2430,35,4,0,4,1,0,0,0,1,1,479,,6,20,31,62,21259.76024885828,80689.86529009907,144219.3725513377,241153.6605184979,3543.293374809713,4652.2378242367,15654.09973136229,0.9095886965430984,2,6,31,64,3,13,3,5,0.7042879844293624,0.1467809907825809,0.1489310247880567,8,6,-2,-0.25,28715.597548155623,21259.76024885828,-7455.837299297342,-0.2596441633085996,3,7,12,7,27,1,27,15,51,2,2,3,1,1,4,3,-1,-0.25,1,1,0,0,0,1,3.156943264767631,2.0,88.0,,0,2,0,0.4265504541290367,0.0551081648621168,1,0,0,1,79.0,8711.078947799037,19778.834063523624,4236.119462440299,4474.959485358738,376533.3533022536,426382.1396232487,low_value,0,12,2,0,transaction_active,no_recent_complaints,medium_digital_engagement
441,F,North_KZ,large_city,low,employee,medium,55,48,mass,1,187453.64344113803,2025-07-01,2190,49,1,0,1,1,0,0,0,1,1,576,,1,7,10,26,7733.013441866072,48484.10680465535,93202.85155408856,283515.81371339475,7733.013441866072,9320.285155408856,28137.93883787208,0.9431296171368224,0,1,9,44,1,3,2,1,0.762398413044215,0.1924277799882351,0.0451738069675499,12,1,-11,-0.9166666666666666,74995.09207360067,7733.013441866072,-67262.07863173459,-0.8968864064560805,2,6,7,5,13,4,13,3,3,1,1,6,0,0,5,2,-3,-0.6,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,5660.72594989915,10795.436084726798,3323.428327091709,2337.2976228074403,384543.8140645161,347507.50593211834,low_value,0,2,4,0,activity_drop,no_recent_complaints,medium_digital_engagement
1037,M,Almaty,rural,low,employee,high,44,50,mass,1,157778.57155929276,2025-07-01,1860,51,1,0,1,1,0,0,0,1,1,365,,6,9,13,29,41204.86238491545,57564.54468292696,87696.62476510867,124242.4511050242,6867.477064152575,6745.894212700668,29247.163560525933,0.9676868898201428,0,6,13,64,2,5,2,1,0.8915715574729027,0.1040148955857761,0.0044135469413211,6,6,0,0.0,42608.98129148971,41204.86238491545,-1404.1189065742656,-0.0329535901590472,4,9,14,12,41,4,18,40,21,3,5,15,1,1,8,4,-4,-0.5,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,5548.32741251217,10857.408965073617,3326.9901706303463,2221.3372418818235,266778.5542584328,251691.95063140505,low_value,0,5,4,0,moderate_activity,no_recent_complaints,medium_digital_engagement
842,F,East_KZ,large_city,medium,self_employed,low,61,33,mass,0,277719.2684879161,2025-07-01,2370,34,1,0,1,1,0,0,0,0,0,194,,6,10,19,24,80157.68200727228,134195.9341336605,296670.576531902,521137.784661368,13359.613667878712,15614.240870100102,34808.54630102429,0.9150144652097656,5,3,19,49,2,5,2,2,0.538031563931098,0.1211241525536108,0.3408442835152911,10,6,-4,-0.4,172938.46589281425,80157.68200727228,-92780.78388554195,-0.5364959345889346,0,2,4,1,9,5,9,57,64,1,0,1,0,0,1,0,-1,-1.0,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,8946.329892116006,20833.07134099955,2895.194798017842,6051.135094098164,822786.1394995805,874154.3235726702,medium_value,0,4,1,0,activity_drop,no_recent_complaints,low_digital_engagement
1104,F,Almaty,small_city,premium,self_employed,low,42,53,premium,0,1237296.9084998162,2025-07-01,1800,54,1,1,1,1,0,0,1,0,1,309,200.0,3,8,11,18,148745.13376539116,754649.5867278284,697641.8863676738,1205099.3862940455,49581.71125513039,63421.98966978852,198043.17798155936,0.9576059639390704,0,3,11,18,1,3,1,2,0.5331726412240392,0.3766285151143759,0.0901988436615847,6,3,-3,-0.5,446499.9710002885,148745.13376539116,-297754.8372348973,-0.6668641804563632,3,4,6,6,13,5,13,6,59,2,2,1,1,0,6,3,-3,-0.5,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,23548.01346914429,42843.72930815128,2202.2638924139706,21345.74957673032,1286827.0235981713,1366722.6187679323,high_value,0,5,1,0,moderate_activity,no_recent_complaints,low_digital_engagement
621,F,Almaty,medium_city,medium,employee,low,38,39,mass,0,269628.13303642254,2025-07-01,1680,40,3,0,1,1,0,0,0,0,0,741,,2,8,14,35,25957.100114943456,126834.54448692726,180013.37888329296,441251.954566546,12978.550057471728,12858.098491663784,47124.22450743618,0.9350220264985464,0,2,6,57,2,5,3,2,0.6488942525447341,0.1457798525239042,0.2053258949313615,4,2,-2,-0.5,46553.15941161666,25957.100114943456,-20596.059296673204,-0.4424202257588076,0,1,3,4,11,8,11,21,47,1,2,1,0,0,1,0,-1,-1.0,0,0,0,0,0,0,,,,,0,2,1,0.1958337941342686,0.024320271164105,0,0,0,0,15.0,10925.85274212272,20759.118465088377,4288.649582584143,6637.203159538576,905437.5579966158,972319.466453899,medium_value,0,4,1,0,activity_drop,no_recent_complaints,low_digital_engagement
1431,F,Shymkent,large_city,medium,employee,high,64,22,mass,1,520617.3728402275,2025-07-01,2460,23,0,0,0,1,0,0,0,1,1,130,,1,3,9,28,14028.177141307164,43663.322746540405,81642.41273080849,378630.7089785012,14028.177141307164,9071.379192312052,18110.61958059513,0.9772132480801592,0,1,9,13,1,3,1,1,0.4710819180705313,0.5094882429400478,0.0194298389894209,2,1,-1,-0.5,22551.05160358793,14028.177141307164,-8522.874462280766,-0.3779368967842171,6,11,13,15,30,8,23,40,33,3,2,13,1,1,6,6,0,0.0,0,0,0,0,0,0,,,,,2,3,1,0.3782414369306875,0.1650326731459275,1,1,1,0,20.0,8483.861622498165,15526.077118963623,2104.364520541925,6379.49710195624,3049263.337729172,3136930.6229280583,medium_value,0,0,3,1,moderate_activity,no_recent_complaints,medium_digital_engagement
2145,M,Astana,small_city,high,employee,low,32,31,affluent,1,736415.8555020891,2025-08-01,1530,32,3,0,3,1,0,0,0,0,1,62,,6,12,20,45,169513.14338070227,414533.7426370366,573263.8036120017,1540316.4522689444,28252.19056345038,28663.19018060009,86334.22788233841,0.9469600204225092,1,6,20,52,3,6,2,2,0.6339513006802525,0.2896003937006746,0.0764483056190729,13,6,-7,-0.5384615384615384,297438.19612607267,169513.14338070227,-127925.0527453704,-0.4300895258628716,0,0,0,0,0,1,0,295,275,0,0,0,0,0,5,0,-5,-1.0,0,0,0,0,0,0,,,,,1,1,0,0.33255549498523,0.1083281231930187,1,0,1,0,45.0,17507.940252144457,36900.80269502175,4623.89523971657,12884.045012427889,739252.3647957927,788563.3470707238,medium_value,0,6,0,0,activity_drop,no_recent_complaints,low_digital_engagement
2296,M,Almaty,rural,medium,entrepreneur,medium,31,19,sme_owner,0,197384.01694432303,2025-08-01,1500,20,2,0,2,1,0,0,0,1,0,677,,4,7,11,27,33614.19318656249,66587.57161678949,89381.41459953651,234576.4792808105,8403.548296640622,8125.58314541241,35536.53402128041,0.9632664608232442,1,4,11,33,2,3,2,1,0.7788276461801278,0.1189092331703634,0.1022631206495086,5,4,-1,-0.2,50497.60543148297,33614.19318656249,-16883.41224492048,-0.3343408484552505,3,5,8,12,22,6,22,72,65,3,1,8,1,1,5,3,-2,-0.4,0,0,0,0,0,0,,,,,0,3,0,0.2818395975546071,0.1129608958074113,2,0,0,0,65.0,4844.654596740149,9342.787981804064,3021.6218031776625,1823.0327935624864,390106.8757633696,417770.9418339103,low_value,0,7,4,0,moderate_activity,no_recent_complaints,medium_digital_engagement
1834,M,Shymkent,rural,medium,employee,low,71,30,mass,1,331803.07617840124,2025-08-01,2700,31,3,3,3,1,0,0,0,1,1,209,410.0,8,18,27,47,82191.74175987954,227262.7700903133,341480.0598048024,654857.6545284322,10273.967719984945,12647.40962240009,46061.1875746564,0.964224370068886,1,8,27,14,5,9,4,4,0.41451037999531,0.5778023092515515,0.0076873107531386,15,8,-7,-0.4666666666666667,170896.8587185999,82191.74175987954,-88705.11695872035,-0.5190564509133716,4,6,9,6,20,8,20,46,73,2,2,6,1,1,7,4,-3,-0.4285714285714285,0,0,0,0,0,0,,,,,0,1,1,0.1034373508531533,0.048245261443556,0,1,0,0,8.0,9686.443718724016,20202.081110216863,3437.798860327652,6248.644858396363,274863.3725046111,248078.21058355205,medium_value,0,12,6,1,transaction_active,no_recent_complaints,low_digital_engagement
1356,M,Almaty,medium_city,low,employee,medium,19,40,mass,0,75610.2975314457,2025-08-01,1140,41,5,1,5,1,0,0,1,1,1,171,374.0,6,12,17,37,24613.6197797002,41893.70566628974,55394.41642617408,140366.18826174844,4102.269963283366,3258.495083892593,7381.66683091987,0.9881068536182436,0,6,17,11,3,7,3,1,0.5280901029357108,0.452353403217779,0.0195564938465102,16,6,-10,-0.625,67499.45860344778,24613.6197797002,-42885.83882374759,-0.6353508563038613,4,5,9,5,14,4,14,67,44,1,2,2,0,1,7,4,-3,-0.4285714285714285,0,0,0,0,0,0,,,,,0,1,0,0.1872459908970881,0.0911998007284274,1,1,0,0,15.0,6947.21807001948,14510.52378488296,4877.799200612702,2069.418869406777,321873.86552413134,334064.4838004851,low_value,0,8,2,1,activity_drop,no_recent_complaints,medium_digital_engagement
811,M,South_KZ,medium_city,high,employee,medium,68,43,affluent,0,473528.60727199423,2025-08-01,2610,44,3,0,1,1,1,0,1,1,0,757,,7,11,16,34,186279.70925620545,300838.1258450087,357471.51483140426,1106819.7411864258,26611.38703660077,22341.969676962766,83411.2625899464,0.9560157677371566,1,1,16,34,2,6,1,3,0.6143334244117689,0.1985279261906216,0.1871386493976094,9,7,-2,-0.2222222222222222,235715.60353875355,186279.70925620545,-49435.894282548135,-0.2097268638154473,2,5,7,9,15,3,15,71,3,1,1,6,1,0,5,2,-3,-0.6,0,0,0,0,0,0,,,,,1,1,0,0.3314808115828677,0.0940918511685623,0,0,0,0,64.0,14528.02840272398,33275.81824770898,3972.354810946685,10555.673591777297,608553.8074294094,669583.3495833119,medium_value,0,5,1,0,activity_drop,no_recent_complaints,medium_digital_engagement
2248,F,Karaganda,large_city,high,entrepreneur,medium,30,55,affluent,0,574188.047502215,2025-08-01,1470,56,4,0,3,1,0,0,0,1,0,423,,6,12,22,42,117289.68166390435,255293.0391584571,430188.681296445,744639.7768180806,19548.2802773174,19554.03096802023,28451.53125711932,0.9341071251054688,1,6,14,47,4,5,2,2,0.573493105660643,0.2019667827087001,0.2245401116306567,9,6,-3,-0.3333333333333333,184185.62344759563,117289.68166390435,-66895.94178369126,-0.363198497969221,5,9,12,12,26,1,4,61,2,3,2,4,0,1,9,5,-4,-0.4444444444444444,0,0,0,0,0,0,,,,,2,2,1,0.1900513679599418,0.0668047963503678,1,1,1,0,27.0,16506.819959888904,32336.79145955333,3636.5244943262433,12870.29546556266,592056.1343144993,570364.655613542,medium_value,0,10,3,0,transaction_active,no_recent_complaints,medium_digital_engagement
1289,M,Astana,large_city,medium,employee,low,49,49,mass,0,537154.2616269069,2025-08-01,2040,50,3,1,1,1,1,0,0,1,0,687,87.0,8,15,22,38,96091.51253523114,138580.88217126686,142885.2653009893,279246.6567337312,12011.439066903891,6494.784786408604,27028.721146997486,0.9541542007816096,1,4,22,43,2,6,3,1,0.64703633404846,0.0640329215881422,0.2889307443633979,9,8,-1,-0.1111111111111111,68500.8609155447,96091.51253523114,27590.65161968644,0.4027781731634466,2,3,4,4,18,1,18,68,8,1,2,3,1,1,4,2,-2,-0.5,0,0,0,0,0,0,,,,,1,3,1,0.3645837916842498,0.1801863122285207,2,1,0,0,40.0,14291.359290015347,25695.767999193737,3539.532288716733,10751.827001298616,928675.7627095066,1030505.9261379322,medium_value,0,8,2,0,transaction_active,no_recent_complaints,low_digital_engagement
663,M,Almaty,medium_city,low,unemployed,high,49,61,mass,0,156772.7464252187,2025-08-01,2040,62,2,1,2,1,0,0,0,1,1,365,43.0,3,7,18,34,10192.436404550594,34427.46496570323,58312.35489259491,168488.17460651812,3397.4788015168647,3239.5752718108283,12491.24600333541,1.0,0,3,3,70,3,4,4,2,0.8215094856615694,0.1468507867470069,0.0316397275914235,4,3,-1,-0.25,20419.10781972612,10192.436404550594,-10226.671415175522,-0.5008383081897402,4,9,15,18,43,2,43,60,6,4,5,5,2,2,8,4,-4,-0.5,0,0,0,0,0,0,,,,,0,1,0,0.1370109389938546,0.0534932844203183,0,1,0,0,49.0,4061.4046272877977,9342.18596520085,3244.2558036797086,817.1488236080891,180308.71403565173,174609.82852500022,low_value,0,4,4,0,digital_active,no_recent_complaints,digital_power_user
508,F,Almaty,large_city,high,employee,medium,33,41,affluent,1,648914.0656545828,2025-08-01,1560,42,4,0,3,1,0,0,0,1,1,764,,10,19,29,53,443801.9813641429,709920.0174764607,1371647.4675726213,2026597.8899320136,44380.198136414285,47298.18853698694,121000.0381872534,0.9294426977303296,2,10,16,25,5,7,3,4,0.5995333583007793,0.351766549035854,0.0487000926633665,13,10,-3,-0.2307692307692307,477755.8494665408,443801.9813641429,-33953.868102397944,-0.0710694974018855,2,4,6,10,23,3,15,25,61,3,1,7,1,2,3,2,-1,-0.3333333333333333,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,15533.49121550507,30196.45661519148,4565.023500489722,10968.467715015347,1096709.9744844346,1007282.547317538,medium_value,0,16,6,0,transaction_active,no_recent_complaints,medium_digital_engagement
319,M,Shymkent,large_city,premium,unemployed,medium,30,50,premium,0,1352087.7038520952,2025-08-01,1470,51,0,5,0,1,0,0,0,1,0,614,812.0,2,6,8,20,87079.50281089383,312991.2314601225,328264.6768895351,798272.4503875356,43539.751405446914,41033.08461119189,146946.43679779748,0.9323991905764109,0,2,8,72,1,3,1,1,0.5927814283432993,0.114002442811491,0.2932161288452096,3,2,-1,-0.3333333333333333,146815.28344307476,87079.50281089383,-59735.78063218093,-0.4068771263541,5,9,9,14,23,7,23,26,73,3,3,4,1,1,8,5,-3,-0.375,0,0,0,0,0,0,,,,,1,3,0,0.195307097256002,0.0369044744920375,2,0,1,1,17.0,24539.88352167705,47416.638698504044,1430.964649247658,23108.91887242939,2818056.91582588,3192072.5130122164,high_value,1,0,0,0,moderate_activity,no_recent_complaints,medium_digital_engagement
2019,F,Atyrau,large_city,medium,self_employed,low,71,44,mass,0,412920.7074952388,2025-08-01,2700,45,0,0,0,1,0,0,0,0,0,327,,4,8,10,21,58238.85622083044,107402.68631685936,136318.39463731585,329378.88119305635,14559.714055207609,13631.839463731583,58484.75624384788,0.8907035245217135,0,4,10,42,2,4,2,1,0.5439130656980584,0.4455817258294777,0.0105052084724638,5,4,-1,-0.2,65738.46110530653,58238.85622083044,-7499.604884476095,-0.1140824527739167,0,0,4,0,11,7,11,71,62,1,1,1,0,0,1,0,-1,-1.0,0,1,0,0,0,0,4.001963804793193,3.0,46.0,,0,2,0,0.0583070682279529,0.0226380506203648,2,1,1,0,45.0,6863.796274823506,14202.201357483687,2282.8934213071248,4580.902853516382,986583.3008628062,879577.1856084976,low_value,0,1,0,0,activity_drop,no_recent_complaints,low_digital_engagement
219,F,Almaty,large_city,high,employee,medium,79,19,affluent,0,1050920.147270744,2025-08-01,2940,20,1,2,1,1,0,0,0,1,1,142,481.0,2,4,6,17,171570.3907866941,300067.96717426414,419965.0459608929,910200.6539539312,85785.19539334705,69994.17432681548,175628.9207916532,0.9251307812099084,0,2,6,36,1,1,1,1,0.7155506039136473,0.2824782149615257,0.0019711811248268,6,2,-4,-0.6666666666666666,475839.4108340871,171570.3907866941,-304269.0200473929,-0.6394363584009306,1,7,9,13,26,8,26,58,32,1,4,3,1,2,1,1,0,0.0,0,0,0,0,0,0,,,,,1,1,1,0.3846549373341381,0.1123403372865465,0,1,0,0,30.0,23369.063957303624,44398.6115056696,2668.370777512709,20700.69317979092,3514087.597297615,3782844.796076248,high_value,0,4,4,0,activity_drop,no_recent_complaints,medium_digital_engagement
2096,M,North_KZ,large_city,medium,employee,medium,39,74,mass,0,298338.14520662744,2025-08-01,1740,75,2,6,1,1,0,0,0,1,0,108,600.0,1,3,7,17,16707.144188268143,61013.49417544732,131714.8388757598,429339.6574154861,16707.144188268143,18816.40555367997,32261.143124807902,0.9090208372397756,0,1,7,39,0,2,2,1,0.654116845606832,0.289359789767575,0.0565233646255928,8,1,-7,-0.875,134464.3753278141,16707.144188268143,-117757.23113954595,-0.8757504049118038,0,0,1,3,12,5,12,21,54,1,1,5,0,0,10,0,-10,-1.0,0,0,0,0,0,0,,,,,1,2,1,0.4316116299017483,0.0296631857806312,1,0,0,0,76.0,9622.590324844088,20410.703723948776,3116.8459068468765,6505.744417997212,562975.1366002224,487547.331929811,medium_value,0,2,0,0,activity_drop,no_recent_complaints,medium_digital_engagement
49,F,Astana,large_city,low,unemployed,low,75,37,mass,0,120524.18382246804,2025-08-01,2820,38,2,0,2,1,0,0,0,0,1,513,,7,13,20,47,26645.643319236257,58383.87437959097,83272.82717892781,248658.12437265096,3806.520474176608,4163.64135894639,5718.025146494793,0.9409395194818152,0,7,20,61,3,7,2,2,0.565225001164822,0.2342497153796071,0.2005252834555707,7,7,0,0.0,27577.86730883433,26645.643319236257,-932.2239895980748,-0.0338033387121071,0,1,1,2,9,1,9,62,70,2,1,3,0,0,2,0,-2,-1.0,0,0,0,0,0,0,,,,,2,5,1,0.296937670735234,0.0851180985527852,3,2,0,1,54.0,6762.349402517447,14107.75920254311,3817.332841987976,2945.0165605294706,156645.72176212267,164006.4885617044,low_value,1,0,0,0,activity_drop,no_recent_complaints,low_digital_engagement
669,M,Almaty,medium_city,low,employee,medium,19,54,mass,1,168830.48312857313,2025-08-01,1140,55,2,0,2,1,0,0,0,1,1,868,,8,16,21,42,54854.96600365415,122560.85958990976,146059.26009905117,336062.53612315323,6856.870750456769,6955.20286185958,11673.0390917335,0.9975781398355336,0,8,21,65,2,8,5,4,0.3908758254762036,0.4710619099771174,0.138062264546679,8,8,0,0.0,56011.24800796879,54854.96600365415,-1156.2820043146348,-0.020643746487315,5,10,12,12,28,6,28,63,31,5,5,9,0,2,6,5,-1,-0.1666666666666666,1,1,0,0,0,0,3.838946251678587,3.0,62.0,,0,1,0,0.2422832101170418,0.0558775514807729,0,0,1,0,79.0,5266.555146494688,10802.391172263266,3345.5277034478163,1921.0274430468712,310071.6060414256,264811.4389280149,low_value,0,12,1,0,transaction_active,no_recent_complaints,medium_digital_engagement
2138,F,Aktobe,large_city,high,entrepreneur,medium,36,42,affluent,0,780263.1747363383,2025-08-01,1650,43,3,0,3,1,1,0,0,1,0,881,,7,12,18,42,202115.2141351446,454486.7370439287,659369.9060703242,1448414.459078737,28873.60201930637,36631.66144835135,89886.87804584939,0.9382207706977916,1,1,12,73,1,8,2,2,0.5444485964580749,0.340509284433765,0.1150421191081601,13,7,-6,-0.4615384615384615,629470.6786664964,202115.2141351446,-427355.4645313518,-0.6789124243827909,5,8,8,8,21,2,21,47,60,2,1,3,1,1,7,5,-2,-0.2857142857142857,0,0,0,0,0,0,,,,,1,1,0,0.3372265658306927,0.1157178744803076,1,0,0,0,9.0,15590.49709240548,36539.14927731044,3864.796627834936,11725.700464570544,2112405.01534198,1816570.9470931664,medium_value,1,0,0,0,transaction_active,no_recent_complaints,medium_digital_engagement
